# format: atomIndex Fx Fy Fz Vx Vy Vz
216

0      1.45717e-16      1.45717e-16      1.45717e-16
1      1.45717e-16      1.45717e-16      8.32667e-17
2      1.45717e-16      1.45717e-16      -8.32667e-17
3      1.45717e-16      1.45717e-16      -1.45717e-16
4      1.45717e-16      1.45717e-16      2.98372e-16
5      1.45717e-16      1.45717e-16      -2.98372e-16
6      1.45717e-16      8.32667e-17      1.45717e-16
7      1.45717e-16      8.32667e-17      8.32667e-17
8      1.45717e-16      8.32667e-17      -8.32667e-17
9      1.45717e-16      8.32667e-17      -1.45717e-16
10      1.45717e-16      8.32667e-17      2.98372e-16
11      1.45717e-16      8.32667e-17      -2.98372e-16
12      1.45717e-16      -8.32667e-17      1.45717e-16
13      1.45717e-16      -8.32667e-17      8.32667e-17
14      1.45717e-16      -8.32667e-17      -8.32667e-17
15      1.45717e-16      -8.32667e-17      -1.45717e-16
16      1.45717e-16      -8.32667e-17      2.98372e-16
17      1.45717e-16      -8.32667e-17      -2.98372e-16
18      1.45717e-16      -1.45717e-16      1.45717e-16
19      1.45717e-16      -1.45717e-16      8.32667e-17
20      1.45717e-16      -1.45717e-16      -8.32667e-17
21      1.45717e-16      -1.45717e-16      -1.45717e-16
22      1.45717e-16      -1.45717e-16      2.98372e-16
23      1.45717e-16      -1.45717e-16      -2.98372e-16
24      1.45717e-16      2.98372e-16      1.45717e-16
25      1.45717e-16      2.98372e-16      8.32667e-17
26      1.45717e-16      2.98372e-16      -8.32667e-17
27      1.45717e-16      2.98372e-16      -1.45717e-16
28      1.45717e-16      2.98372e-16      2.98372e-16
29      1.45717e-16      2.98372e-16      -2.98372e-16
30      1.45717e-16      -2.98372e-16      1.45717e-16
31      1.45717e-16      -2.98372e-16      8.32667e-17
32      1.45717e-16      -2.98372e-16      -8.32667e-17
33      1.45717e-16      -2.98372e-16      -1.45717e-16
34      1.45717e-16      -2.98372e-16      2.98372e-16
35      1.45717e-16      -2.98372e-16      -2.98372e-16
36      8.32667e-17      1.45717e-16      1.45717e-16
37      8.32667e-17      1.45717e-16      8.32667e-17
38      8.32667e-17      1.45717e-16      -8.32667e-17
39      8.32667e-17      1.45717e-16      -1.45717e-16
40      8.32667e-17      1.45717e-16      2.98372e-16
41      8.32667e-17      1.45717e-16      -2.98372e-16
42      8.32667e-17      8.32667e-17      1.45717e-16
43      8.32667e-17      8.32667e-17      8.32667e-17
44      8.32667e-17      8.32667e-17      -8.32667e-17
45      8.32667e-17      8.32667e-17      -1.45717e-16
46      8.32667e-17      8.32667e-17      2.98372e-16
47      8.32667e-17      8.32667e-17      -2.98372e-16
48      8.32667e-17      -8.32667e-17      1.45717e-16
49      8.32667e-17      -8.32667e-17      8.32667e-17
50      8.32667e-17      -8.32667e-17      -8.32667e-17
51      8.32667e-17      -8.32667e-17      -1.45717e-16
52      8.32667e-17      -8.32667e-17      2.98372e-16
53      8.32667e-17      -8.32667e-17      -2.98372e-16
54      8.32667e-17      -1.45717e-16      1.45717e-16
55      8.32667e-17      -1.45717e-16      8.32667e-17
56      8.32667e-17      -1.45717e-16      -8.32667e-17
57      8.32667e-17      -1.45717e-16      -1.45717e-16
58      8.32667e-17      -1.45717e-16      2.98372e-16
59      8.32667e-17      -1.45717e-16      -2.98372e-16
60      8.32667e-17      2.98372e-16      1.45717e-16
61      8.32667e-17      2.98372e-16      8.32667e-17
62      8.32667e-17      2.98372e-16      -8.32667e-17
63      8.32667e-17      2.98372e-16      -1.45717e-16
64      8.32667e-17      2.98372e-16      2.98372e-16
65      8.32667e-17      2.98372e-16      -2.98372e-16
66      8.32667e-17      -2.98372e-16      1.45717e-16
67      8.32667e-17      -2.98372e-16      8.32667e-17
68      8.32667e-17      -2.98372e-16      -8.32667e-17
69      8.32667e-17      -2.98372e-16      -1.45717e-16
70      8.32667e-17      -2.98372e-16      2.98372e-16
71      8.32667e-17      -2.98372e-16      -2.98372e-16
72      -8.32667e-17      1.45717e-16      1.45717e-16
73      -8.32667e-17      1.45717e-16      8.32667e-17
74      -8.32667e-17      1.45717e-16      -8.32667e-17
75      -8.32667e-17      1.45717e-16      -1.45717e-16
76      -8.32667e-17      1.45717e-16      2.98372e-16
77      -8.32667e-17      1.45717e-16      -2.98372e-16
78      -8.32667e-17      8.32667e-17      1.45717e-16
79      -8.32667e-17      8.32667e-17      8.32667e-17
80      -8.32667e-17      8.32667e-17      -8.32667e-17
81      -8.32667e-17      8.32667e-17      -1.45717e-16
82      -8.32667e-17      8.32667e-17      2.98372e-16
83      -8.32667e-17      8.32667e-17      -2.98372e-16
84      -8.32667e-17      -8.32667e-17      1.45717e-16
85      -8.32667e-17      -8.32667e-17      8.32667e-17
86      -8.32667e-17      -8.32667e-17      -8.32667e-17
87      -8.32667e-17      -8.32667e-17      -1.45717e-16
88      -8.32667e-17      -8.32667e-17      2.98372e-16
89      -8.32667e-17      -8.32667e-17      -2.98372e-16
90      -8.32667e-17      -1.45717e-16      1.45717e-16
91      -8.32667e-17      -1.45717e-16      8.32667e-17
92      -8.32667e-17      -1.45717e-16      -8.32667e-17
93      -8.32667e-17      -1.45717e-16      -1.45717e-16
94      -8.32667e-17      -1.45717e-16      2.98372e-16
95      -8.32667e-17      -1.45717e-16      -2.98372e-16
96      -8.32667e-17      2.98372e-16      1.45717e-16
97      -8.32667e-17      2.98372e-16      8.32667e-17
98      -8.32667e-17      2.98372e-16      -8.32667e-17
99      -8.32667e-17      2.98372e-16      -1.45717e-16
100      -8.32667e-17      2.98372e-16      2.98372e-16
101      -8.32667e-17      2.98372e-16      -2.98372e-16
102      -8.32667e-17      -2.98372e-16      1.45717e-16
103      -8.32667e-17      -2.98372e-16      8.32667e-17
104      -8.32667e-17      -2.98372e-16      -8.32667e-17
105      -8.32667e-17      -2.98372e-16      -1.45717e-16
106      -8.32667e-17      -2.98372e-16      2.98372e-16
107      -8.32667e-17      -2.98372e-16      -2.98372e-16
108      -1.45717e-16      1.45717e-16      1.45717e-16
109      -1.45717e-16      1.45717e-16      8.32667e-17
110      -1.45717e-16      1.45717e-16      -8.32667e-17
111      -1.45717e-16      1.45717e-16      -1.45717e-16
112      -1.45717e-16      1.45717e-16      2.98372e-16
113      -1.45717e-16      1.45717e-16      -2.98372e-16
114      -1.45717e-16      8.32667e-17      1.45717e-16
115      -1.45717e-16      8.32667e-17      8.32667e-17
116      -1.45717e-16      8.32667e-17      -8.32667e-17
117      -1.45717e-16      8.32667e-17      -1.45717e-16
118      -1.45717e-16      8.32667e-17      2.98372e-16
119      -1.45717e-16      8.32667e-17      -2.98372e-16
120      -1.45717e-16      -8.32667e-17      1.45717e-16
